Age,Education_Level,Years_of_Experience,Programming_Languages_Proficiency,Web_Development_Proficiency,Mobile_Development_Proficiency,Data_Science_Proficiency,DevOps_Proficiency,Cybersecurity_Proficiency,AI_ML_Proficiency,Game_Development_Proficiency,Database_Proficiency,API_Proficiency,Full_Stack_Proficiency,Problem_Solving_Skills,Communication_Skills,Time_Management_Skills,Collaboration_Skills,UI_UX_Proficiency,Graphic_Design_Proficiency,Prototyping_Wireframing_Skills,Web_Security_Knowledge,Performance_Optimization_Skills,SEO_Knowledge,Testing_Debugging_Skills,Staying_Updated_Skills,Flexibility,Preferred_work_environment,Career_goal,Preferred_technology_stack,Predicted_career_path
23,Bachelor's Degree,6,9,8,9,4,4,5,4,3,9,8,10,2,6,5,8,4,3,9,9,7,10,6,4,5,Corporate,Project Management,Kotlin,Mobile Development
34,Master's Degree,3,9,8,9,3,5,3,1,2,7,8,7,9,9,9,8,9,9,2,4,10,8,9,6,9,Freelance,Entrepreneur,Swift,Mobile Development
26,Bachelor's Degree,7,5,2,1,1,1,5,5,7,5,4,2,6,4,3,5,3,4,2,4,6,4,9,4,1,Startup,Technical Leadership,Lumberyard,Game Development
22,Ph.D.,4,7,2,5,7,5,5,7,2,9,6,3,5,3,6,7,5,4,1,6,3,10,9,3,10,Freelance,Project Management,TensorFlow,Data Science
34,Bachelor's Degree,9,9,4,2,5,4,1,1,5,1,5,4,2,10,2,8,8,10,4,2,2,8,1,1,5,Remote,Project Management,Adobe FrameMaker,Technical Writing
22,Associate Degree,9,6,1,1,7,3,2,7,2,7,9,4,7,1,7,4,7,5,4,10,1,6,1,10,9,Remote,Technical Leadership,TensorFlow,Data Science
32,Ph.D.,8,9,2,1,1,1,7,1,4,2,3,2,9,2,8,2,7,3,2,10,6,7,1,6,4,Startup,Entrepreneur,Security Onion,Cybersecurity
26,Ph.D.,3,7,2,4,8,1,5,7,2,5,8,1,4,2,4,4,6,6,4,9,8,1,3,3,3,Startup,Specialized Technical Expert,R,Data Science
29,Ph.D.,3,6,9,10,4,1,4,5,3,5,5,7,2,6,6,3,5,7,1,9,2,8,10,9,3,Corporate,Entrepreneur,Django,Web Development
31,High School,8,10,4,3,8,2,3,9,1,2,3,4,2,6,2,10,3,5,8,6,8,4,3,7,2,Startup,Specialized Technical Expert,Keras,AI/ML
28,Associate Degree,6,5,9,8,3,5,1,3,1,7,7,8,7,3,5,5,2,8,7,3,4,8,1,5,1,Startup,Project Management,Flutter,Mobile Development
28,Ph.D.,10,9,7,10,5,1,1,3,5,8,9,9,1,2,1,1,6,4,3,4,8,10,10,7,2,Remote,Specialized Technical Expert,Flutter,Mobile Development
33,Master's Degree,10,5,2,1,1,9,1,2,3,5,6,3,9,2,10,9,1,7,9,8,4,9,7,9,9,Remote,Entrepreneur,Ansible,DevOps
22,Associate Degree,2,9,1,5,4,5,8,3,3,1,5,5,6,9,2,8,5,10,1,8,6,8,5,9,8,Remote,Entrepreneur,Active Directory,IT Support
30,Master's Degree,7,7,5,4,3,9,2,4,1,6,8,3,10,10,9,2,9,5,4,2,4,3,9,10,9,Startup,Technical Leadership,Ansible,DevOps
26,Bachelor's Degree,9,8,3,1,1,2,9,4,5,1,2,2,5,8,9,4,10,5,1,8,4,7,4,6,7,Startup,Specialized Technical Expert,Windows Server,IT Support
31,Bachelor's Degree,7,5,7,7,3,4,3,3,4,9,8,10,1,4,1,2,1,5,9,3,3,1,9,9,10,Corporate,Specialized Technical Expert,Java (Android),Mobile Development
31,High School,8,6,8,8,5,3,5,3,5,6,8,10,4,4,7,3,10,1,6,7,3,2,5,3,7,Remote,Specialized Technical Expert,MEAN,Web Development
27,Master's Degree,2,6,3,5,5,9,9,5,2,4,4,1,6,10,6,8,7,5,1,8,7,3,8,10,2,Startup,Entrepreneur,Network Security,Network Administration
25,High School,7,5,1,5,2,9,2,3,3,6,8,3,6,3,5,10,8,1,8,9,2,7,2,2,3,Corporate,Project Management,Ansible,DevOps
31,Ph.D.,2,7,1,1,9,2,2,7,2,9,6,3,9,8,1,3,1,1,7,6,7,4,5,4,6,Freelance,Technical Leadership,TensorFlow,Data Science
27,Master's Degree,4,8,2,2,7,3,1,7,1,2,2,4,4,2,2,5,5,6,3,5,5,1,8,5,8,Corporate,Project Management,Python,AI/ML
26,Associate Degree,3,10,5,4,10,4,3,10,4,1,3,5,4,3,7,5,5,9,3,6,7,9,9,8,9,Freelance,Entrepreneur,PyTorch,AI/ML
32,Ph.D.,8,9,8,7,4,4,2,5,1,8,8,10,9,1,3,3,10,5,6,9,7,10,8,1,1,Freelance,Technical Leadership,MEAN,Web Development
34,Bachelor's Degree,10,5,2,5,2,5,4,4,1,5,5,3,6,4,6,10,2,8,9,1,4,10,9,10,9,Startup,Specialized Technical Expert,Markdown,Technical Writing
24,Ph.D.,6,10,1,4,1,7,2,5,5,7,5,1,5,8,4,10,10,6,1,4,8,5,5,10,8,Corporate,Specialized Technical Expert,Azure,DevOps
29,High School,7,10,1,3,5,3,7,4,1,2,3,1,2,7,7,2,5,6,6,5,8,4,4,1,6,Startup,Entrepreneur,Security Onion,Cybersecurity
35,High School,8,10,3,3,1,2,2,5,3,5,5,2,5,8,2,10,2,8,6,10,9,5,2,4,8,Freelance,Specialized Technical Expert,MS Word,Technical Writing
31,Ph.D.,2,7,1,2,5,4,10,5,1,5,1,2,4,5,5,4,5,2,5,9,10,8,10,8,8,Remote,Entrepreneur,Security Onion,Cybersecurity
32,High School,5,7,2,5,4,5,3,2,4,1,5,4,1,2,6,10,9,7,4,6,10,7,4,9,1,Startup,Specialized Technical Expert,MadCap Flare,Technical Writing
25,Ph.D.,3,9,7,7,3,2,3,2,1,5,8,7,4,7,8,8,2,7,10,2,4,10,2,1,2,Remote,Entrepreneur,Swift,Mobile Development
29,High School,9,7,3,3,10,4,1,7,4,3,2,5,7,8,4,8,9,5,6,3,9,1,10,4,2,Remote,Entrepreneur,Python,AI/ML
26,High School,8,9,5,2,1,3,8,1,3,4,2,1,3,8,6,1,9,10,1,10,10,4,10,5,5,Freelance,Project Management,Kali Linux,Cybersecurity
22,High School,6,10,8,9,2,5,2,3,5,9,7,7,1,1,4,1,5,7,8,1,5,3,6,7,2,Freelance,Entrepreneur,Swift,Mobile Development
32,Associate Degree,7,10,3,3,4,10,10,2,5,3,5,2,7,9,3,5,10,1,5,8,8,4,9,10,8,Startup,Entrepreneur,CCNA,Network Administration
27,High School,3,8,2,3,9,1,1,10,2,5,5,5,5,10,6,5,7,4,5,1,2,1,10,2,7,Remote,Technical Leadership,Python,AI/ML
29,Bachelor's Degree,9,7,9,7,2,5,2,3,1,6,8,10,6,2,3,8,10,6,10,4,10,3,5,3,8,Freelance,Entrepreneur,React Native,Web Development
34,High School,6,6,2,2,1,3,2,4,7,4,3,3,6,4,9,10,7,7,8,5,6,10,4,9,6,Corporate,Entrepreneur,Unity,Game Development
22,High School,2,5,9,8,1,1,5,1,5,5,8,8,9,4,6,5,8,1,4,5,4,3,3,7,2,Remote,Entrepreneur,React Native,Mobile Development
22,High School,7,6,1,2,1,3,1,5,2,2,3,5,9,4,5,5,8,5,3,9,7,8,3,9,7,Remote,Specialized Technical Expert,Adobe FrameMaker,Technical Writing
28,Ph.D.,3,10,8,7,3,4,5,3,4,8,9,10,3,8,8,6,7,9,1,3,1,2,4,7,3,Startup,Project Management,React Native,Web Development
32,High School,10,10,1,1,5,9,10,4,1,3,5,2,7,5,6,6,7,4,2,6,2,8,1,2,9,Remote,Technical Leadership,Network Security,Network Administration
25,High School,9,5,1,3,10,2,5,8,2,2,5,1,2,6,9,6,10,1,5,7,7,10,4,8,1,Corporate,Project Management,Scikit-learn,AI/ML
24,Master's Degree,6,6,1,5,3,8,8,3,1,1,2,5,7,1,6,6,1,4,8,10,2,10,10,10,8,Startup,Project Management,CCNA,Network Administration
30,Bachelor's Degree,8,8,8,7,4,4,5,2,1,6,7,9,7,4,4,6,7,6,3,5,1,5,4,7,3,Corporate,Project Management,Java (Android),Mobile Development
28,High School,4,7,1,3,5,8,4,5,5,5,9,2,7,9,4,7,6,3,1,8,6,6,2,4,7,Remote,Specialized Technical Expert,AWS,DevOps
22,Master's Degree,3,10,3,2,2,5,9,1,4,3,5,4,7,1,8,8,5,3,6,3,2,2,2,1,10,Freelance,Technical Leadership,Wireshark,Cybersecurity
26,Master's Degree,10,8,5,2,9,2,3,9,5,6,7,2,2,8,8,6,9,6,2,1,6,7,1,6,2,Freelance,Technical Leadership,TensorFlow,Data Science
32,Ph.D.,6,9,8,9,5,5,5,4,3,9,5,10,8,10,7,9,9,9,8,4,3,6,9,3,9,Corporate,Technical Leadership,Swift,Mobile Development
32,Master's Degree,5,7,5,1,10,1,4,10,2,6,8,2,2,8,8,1,5,1,4,1,6,3,7,9,1,Freelance,Specialized Technical Expert,TensorFlow,Data Science
35,Associate Degree,7,8,3,5,5,1,1,4,5,4,2,4,3,10,8,9,6,8,6,4,4,10,9,2,1,Remote,Specialized Technical Expert,XML,Technical Writing
29,Ph.D.,4,6,9,8,2,4,4,1,4,8,9,8,9,8,5,10,8,4,8,1,4,3,4,1,8,Freelance,Project Management,LAMP,Web Development
31,Bachelor's Degree,9,10,10,7,4,3,3,4,5,5,7,10,10,9,5,4,10,3,6,4,8,4,7,4,8,Remote,Specialized Technical Expert,MEAN,Web Development
27,Master's Degree,5,5,3,1,5,3,4,1,1,1,2,1,9,10,10,2,8,1,10,6,8,6,3,8,1,Remote,Project Management,Adobe FrameMaker,Technical Writing
32,Bachelor's Degree,8,9,3,3,1,1,5,1,7,5,2,1,3,9,1,2,3,10,6,9,6,4,10,5,5,Remote,Project Management,Unreal Engine,Game Development
29,Master's Degree,6,10,3,3,1,5,9,5,2,4,4,5,9,2,4,8,7,10,5,5,5,1,7,8,2,Freelance,Entrepreneur,Troubleshooting,IT Support
31,Master's Degree,8,5,3,5,3,10,7,4,3,3,4,1,1,1,9,4,10,6,10,7,4,2,7,1,5,Remote,Technical Leadership,Network Security,Network Administration
27,Master's Degree,6,7,3,1,1,10,7,1,2,4,3,5,6,5,8,8,7,7,1,1,10,3,5,5,6,Freelance,Specialized Technical Expert,CCNA,Network Administration
25,Master's Degree,2,8,2,4,5,10,5,3,3,9,6,3,7,3,8,1,5,9,7,7,10,6,4,2,3,Remote,Project Management,Ansible,DevOps
24,High School,2,5,2,5,8,5,5,9,5,5,8,2,8,6,4,1,7,7,1,3,8,5,1,3,2,Remote,Specialized Technical Expert,Scikit-learn,Data Science
34,Bachelor's Degree,6,5,2,2,9,2,1,7,5,5,7,1,3,1,6,1,2,2,3,9,10,9,1,5,5,Corporate,Project Management,PyTorch,Data Science
27,Master's Degree,10,8,1,2,3,4,9,1,4,4,1,1,10,9,7,9,5,2,5,8,5,8,4,8,6,Corporate,Technical Leadership,Linux,IT Support
26,Ph.D.,3,10,1,1,1,1,4,1,5,3,5,3,5,5,5,4,5,2,8,9,8,8,6,4,8,Corporate,Technical Leadership,MadCap Flare,Technical Writing
23,Bachelor's Degree,10,9,5,4,4,2,5,1,8,4,3,2,5,6,6,1,9,7,1,9,9,4,3,10,6,Remote,Technical Leadership,CryEngine,Game Development
26,Associate Degree,3,7,1,4,3,4,5,5,1,3,1,1,6,3,10,5,6,9,7,6,2,7,2,5,1,Remote,Technical Leadership,MadCap Flare,Technical Writing
35,Master's Degree,3,9,5,1,2,8,4,1,3,6,9,2,5,8,5,1,9,10,5,8,10,6,7,4,4,Corporate,Project Management,Kubernetes,DevOps
24,Associate Degree,3,6,1,3,3,2,1,1,7,4,5,1,8,7,2,7,9,3,8,2,1,5,8,6,8,Remote,Project Management,Godot Engine,Game Development
30,Associate Degree,10,8,2,5,5,7,4,3,3,6,6,2,8,6,9,7,9,2,7,2,7,6,7,2,8,Remote,Project Management,Google Cloud,DevOps
27,Bachelor's Degree,6,5,8,7,2,2,3,4,3,8,7,7,6,7,5,2,4,10,3,1,4,2,4,9,10,Corporate,Technical Leadership,React Native,Web Development
33,Bachelor's Degree,3,7,10,10,3,1,5,4,1,9,5,10,6,4,3,4,4,4,5,5,2,7,7,6,8,Remote,Technical Leadership,Flutter,Web Development
34,Bachelor's Degree,8,6,1,5,2,5,7,3,4,1,1,2,6,4,1,8,3,1,8,3,2,6,3,6,5,Startup,Technical Leadership,Snort,Cybersecurity
26,Ph.D.,6,8,1,2,3,2,4,3,10,2,3,4,4,2,4,5,1,6,2,7,4,4,8,7,3,Remote,Technical Leadership,Unity,Game Development
29,High School,10,10,10,7,2,1,3,4,5,8,5,7,9,7,4,10,6,1,1,1,2,9,3,3,4,Freelance,Technical Leadership,Java (Android),Mobile Development
32,Associate Degree,5,10,2,4,5,5,7,2,4,5,4,2,1,8,2,1,10,2,2,9,4,5,3,5,2,Corporate,Entrepreneur,Troubleshooting,IT Support
25,High School,8,9,2,4,3,1,9,3,5,3,5,5,7,1,2,9,1,9,10,2,2,1,10,8,6,Corporate,Technical Leadership,Troubleshooting,IT Support
